timestamp,transaction_id,customer_id,amount,recovery_probability,diagnosis,recommended_strategy,selected_action,decision_reason,risk_level,result_status,result_message,amount_recovered,payment_link_id,payment_link_status,amount_paid,verification_status,recovery_outcome
2026-08-30T12:03:44.360591,TXN_100383,CUST_1383,43910.36,0.4648,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.364346,TXN_100384,CUST_1384,36833.03,0.6253,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.368418,TXN_100385,CUST_1385,40233.0,0.4121,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.371530,TXN_100386,CUST_1386,14317.12,0.6448,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.374641,TXN_100387,CUST_1387,9118.75,0.3598,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.379296,TXN_100388,CUST_1388,37605.55,0.475,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.382444,TXN_100389,CUST_1389,40399.69,0.6069,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.387124,TXN_100390,CUST_1390,49528.11,0.8612,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,49528.11,,,,,
2026-08-30T12:03:44.390269,TXN_100391,CUST_1391,20807.1,0.4606,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.394913,TXN_100392,CUST_1392,18789.3,0.6536,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.398050,TXN_100393,CUST_1393,38887.72,0.9042,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,38887.72,,,,,
2026-08-30T12:03:44.401174,TXN_100394,CUST_1394,17237.94,0.8928,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.402741,TXN_100395,CUST_1395,46558.64,0.8238,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.402741,TXN_100396,CUST_1396,42963.11,0.7078,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.413484,TXN_100397,CUST_1397,21621.0,0.7717,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,21621.0,,,,,
2026-08-30T12:03:44.413484,TXN_100398,CUST_1398,37618.29,0.7907,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.413484,TXN_100399,CUST_1399,37800.78,0.7712,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.413484,TXN_100400,CUST_1400,5425.26,0.4774,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.430388,TXN_100401,CUST_1401,45156.88,0.8021,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.434502,TXN_100402,CUST_1402,25411.04,0.135,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.438416,TXN_100403,CUST_1403,41374.94,0.7554,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.444492,TXN_100404,CUST_1404,16206.47,0.2998,Network-related payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.448507,TXN_100405,CUST_1405,44807.5,0.0823,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.453479,TXN_100406,CUST_1406,19643.32,0.6944,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.456626,TXN_100407,CUST_1407,838.63,0.5765,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.461938,TXN_100408,CUST_1408,45297.48,0.3248,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.465095,TXN_100409,CUST_1409,4836.95,0.9401,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.468133,TXN_100410,CUST_1410,16169.89,0.2093,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.471251,TXN_100411,CUST_1411,47518.08,0.74,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,47518.08,,,,,
2026-08-30T12:03:44.471251,TXN_100412,CUST_1412,47545.18,0.6087,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.471251,TXN_100413,CUST_1413,28799.86,0.8411,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,28799.86,,,,,
2026-08-30T12:03:44.484287,TXN_100414,CUST_1414,31702.31,0.8678,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,31702.31,,,,,
2026-08-30T12:03:44.484287,TXN_100415,CUST_1415,22587.74,0.3416,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.484287,TXN_100416,CUST_1416,14872.58,0.1592,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.484287,TXN_100417,CUST_1417,16634.63,0.5447,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.496133,TXN_100418,CUST_1418,33724.17,0.4141,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.500181,TXN_100419,CUST_1419,37693.01,0.5659,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.500181,TXN_100420,CUST_1420,39641.48,0.5551,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.500181,TXN_100421,CUST_1421,39544.02,0.8555,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,39544.02,,,,,
2026-08-30T12:03:44.500181,TXN_100422,CUST_1422,4832.94,0.4755,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.518736,TXN_100423,CUST_1423,24872.69,0.7833,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.520739,TXN_100424,CUST_1424,3160.67,0.738,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.525274,TXN_100425,CUST_1425,27611.59,0.5867,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.525274,TXN_100426,CUST_1426,22244.07,0.7915,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.532283,TXN_100427,CUST_1427,44418.9,0.1911,Authentication failure,customer_action,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.536367,TXN_100428,CUST_1428,17740.48,0.7428,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,17740.48,,,,,
2026-08-30T12:03:44.540378,TXN_100429,CUST_1429,6118.23,0.6937,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.544393,TXN_100430,CUST_1430,7406.69,0.8657,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.550158,TXN_100431,CUST_1431,38147.08,0.708,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.554164,TXN_100432,CUST_1432,31025.44,0.8184,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.558175,TXN_100433,CUST_1433,5325.8,0.9437,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,5325.8,,,,,
2026-08-30T12:03:44.562180,TXN_100434,CUST_1434,4480.11,0.7841,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.565930,TXN_100435,CUST_1435,35138.17,0.4553,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.567933,TXN_100436,CUST_1436,3916.32,0.7086,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.571939,TXN_100437,CUST_1437,41146.44,0.3973,Network-related payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.575948,TXN_100438,CUST_1438,35400.24,0.6614,Temporary payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.579694,TXN_100439,CUST_1439,4343.03,0.9108,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,4343.03,,,,,
2026-08-30T12:03:44.579694,TXN_100440,CUST_1440,4516.43,0.841,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.579694,TXN_100441,CUST_1441,49335.99,0.7497,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.579694,TXN_100442,CUST_1442,18901.26,0.315,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.579694,TXN_100443,CUST_1443,18720.91,0.9448,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,18720.91,,,,,
2026-08-30T12:03:44.597153,TXN_100444,CUST_1444,40696.14,0.4761,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.597153,TXN_100445,CUST_1445,47378.25,0.9513,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.597153,TXN_100446,CUST_1446,49304.25,0.6797,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.611589,TXN_100447,CUST_1447,37742.9,0.2546,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.616666,TXN_100448,CUST_1448,19000.1,0.5872,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.618672,TXN_100449,CUST_1449,4449.99,0.544,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.624508,TXN_100450,CUST_1450,38924.2,0.6146,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.628826,TXN_100451,CUST_1451,28052.69,0.4949,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.633534,TXN_100452,CUST_1452,21383.83,0.43,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.639623,TXN_100453,CUST_1453,45345.81,0.6492,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.643635,TXN_100454,CUST_1454,5826.51,0.8921,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,5826.51,,,,,
2026-08-30T12:03:44.643635,TXN_100455,CUST_1455,24783.47,0.7876,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,24783.47,,,,,
2026-08-30T12:03:44.653345,TXN_100456,CUST_1456,864.28,0.9338,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.657022,TXN_100457,CUST_1457,23592.43,0.2654,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.659589,TXN_100458,CUST_1458,3098.27,0.0888,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.659589,TXN_100459,CUST_1459,6205.25,0.2884,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.667601,TXN_100460,CUST_1460,6141.05,0.3998,Network-related payment failure,retry,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.673938,TXN_100461,CUST_1461,32565.75,0.2651,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.677953,TXN_100462,CUST_1462,37378.43,0.4982,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.681966,TXN_100463,CUST_1463,29293.43,0.8823,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,29293.43,,,,,
2026-08-30T12:03:44.684805,TXN_100464,CUST_1464,48119.98,0.4765,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.684805,TXN_100465,CUST_1465,18931.07,0.5195,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.684805,TXN_100466,CUST_1466,14499.89,0.7884,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,14499.89,,,,,
2026-08-30T12:03:44.696374,TXN_100467,CUST_1467,43469.38,0.3255,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.702535,TXN_100468,CUST_1468,11412.71,0.6698,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.706544,TXN_100469,CUST_1469,48172.16,0.7583,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,48172.16,,,,,
2026-08-30T12:03:44.710548,TXN_100470,CUST_1470,904.08,0.308,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.712551,TXN_100471,CUST_1471,48502.98,0.8829,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,48502.98,,,,,
2026-08-30T12:03:44.717303,TXN_100472,CUST_1472,2445.05,0.7044,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.721315,TXN_100473,CUST_1473,44589.81,0.1706,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.725321,TXN_100474,CUST_1474,26526.75,0.7042,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.727323,TXN_100475,CUST_1475,49650.35,0.9133,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.731069,TXN_100476,CUST_1476,3967.69,0.3941,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.731069,TXN_100477,CUST_1477,27826.56,0.2151,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.731069,TXN_100478,CUST_1478,48474.34,0.3419,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.731069,TXN_100479,CUST_1479,26297.96,0.7578,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,26297.96,,,,,
2026-08-30T12:03:44.731069,TXN_100480,CUST_1480,31581.11,0.8172,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.746862,TXN_100481,CUST_1481,34878.71,0.3502,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.746862,TXN_100482,CUST_1482,22890.69,0.2858,Insufficient customer funds,payment_reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-08-30T12:03:44.746862,TXN_100483,CUST_1483,31489.64,0.5575,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.762667,TXN_100484,CUST_1484,29340.42,0.9025,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,29340.42,,,,,
2026-08-30T12:03:44.762667,TXN_100485,CUST_1485,45087.55,0.883,Network-related payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.762667,TXN_100486,CUST_1486,2558.69,0.5333,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.762667,TXN_100487,CUST_1487,14263.87,0.875,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,14263.87,,,,,
2026-08-30T12:03:44.762667,TXN_100488,CUST_1488,47535.45,0.6926,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.780421,TXN_100489,CUST_1489,44546.11,0.5896,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.784436,TXN_100490,CUST_1490,22946.14,0.5221,Insufficient customer funds,payment_reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.788460,TXN_100491,CUST_1491,31120.59,0.303,Expired payment method,payment_method_update,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.792475,TXN_100492,CUST_1492,14085.84,0.5198,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.794224,TXN_100493,CUST_1493,9649.62,0.7664,Authentication failure,customer_action,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.798738,TXN_100494,CUST_1494,23345.81,0.7954,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,failed,Payment retry failed in simulation mode.,0.0,,,,,
2026-08-30T12:03:44.802752,TXN_100495,CUST_1495,17861.61,0.7988,No specific payment failure,reminder,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.806768,TXN_100496,CUST_1496,29307.71,0.5402,Network-related payment failure,retry,send_payment_reminder,Moderate recovery probability; assisted recovery is safer.,medium,pending,Payment recovery reminder generated.,0.0,,,,,
2026-08-30T12:03:44.810280,TXN_100497,CUST_1497,4163.41,0.9293,Temporary payment failure,retry,retry_payment,High recovery probability and retryable payment failure.,low,recovered,Payment successfully recovered in simulation mode.,4163.41,,,,,
2026-08-30T12:03:44.814054,TXN_100498,CUST_1498,48727.42,0.5046,Bank declined the transaction,alternative_payment,human_review,Permanent or bank-declined failure should not be automatically retried.,high,escalated,Transaction requires human review.,0.0,,,,,
2026-08-30T12:03:44.818067,TXN_100499,CUST_1499,49314.67,0.2413,No specific payment failure,reminder,no_action,Recovery probability is below the 0.40 operating threshold.,low,stopped,Recovery stopped by decision policy.,0.0,,,,,
2026-09-02T22:41:22.906897,VERIFIED_20260902224122,,500.0,1.0,Payment recovered through Razorpay,payment_verification,create_recovery_link,Razorpay confirmed the recovery payment.,low,recovered,,500.0,plink_TVu478q6sZzwhq,paid,500.0,recovered,Recovered successfully
2026-09-02T22:47:31.531998,VERIFIED_20260902224731,,500.0,1.0,Payment recovered through Razorpay,payment_verification,create_recovery_link,Razorpay confirmed the recovery payment.,low,recovered,,500.0,plink_TVtOJVc6Wnu7zY,,,,
2026-09-04T17:54:09.783785,VERIFIED_20260904175409,,500.0,1.0,Payment recovered through Razorpay,payment_verification,create_recovery_link,Razorpay confirmed the recovery payment.,low,recovered,,500.0,plink_TVx4d8mEsdvq2N,,,,
2026-09-04T18:04:36.079251,VERIFIED_20260904180436,,500.0,1.0,Recovery payment not completed,payment_verification,create_recovery_link,Razorpay confirmed the recovery payment.,low,recovered,,500.0,plink_TVx9kYuJqYY2cJ,paid,500.0,recovered,Recovered successfully
2026-09-04T18:15:02.997430,VERIFIED_20260904181502,,0.0,1.0,Recovery not confirmed,payment_verification,create_recovery_link,Recovery outcome could not be confirmed.,low,not_recovered,,0.0,pplink_TVvMFT69hsqo4u,,0.0,error,Not recovered
2026-09-04T18:19:09.826070,VERIFIED_20260904181909,,500.0,1.0,Recovery payment not completed,payment_verification,create_recovery_link,Razorpay confirmed the recovery payment.,low,recovered,,500.0,plink_TVvPSQfYIGSoE3,paid,500.0,recovered,Recovered successfully
2026-09-05T10:33:43.960065,VERIFIED_20260905103343,,0.0,1.0,Recovery not confirmed,payment_verification,create_recovery_link,Razorpay confirmed the recovery payment.,low,recovered,,500.0,plink_TVw5EXGIU9z5bE,paid,500.0,recovered,Recovered successfully
2026-09-05T11:03:35.597467,VERIFIED_20260905110335,,500.0,1.0,Recovery payment not completed,payment_verification,create_recovery_link,Recovery payment has not been confirmed.,low,pending,,0.0,plink_TVx8Cd4xK3Cf0O,created,0.0,pending,Recovery pending / payment not completed
